artist,songs_uploaded,plays,website,facebook,instagram,youtube,twitter
Ben Eder,2,44,,www.facebook.com/benederofficial,,www.youtube.com/benleder,
Tayo Deniro,0,0,www.Soundcloud.com/tayo-deniro,www.facebook.com/Tayo Deniro ,Tha_real_tayo,www.youtube.com/TayoDeniro,
Gypsy Piano Blues,3,60,https://www.soundclick.com/gypsyspianoblue,,,,
StuntMan J,1,20,,,https://www.instagram.com/stuntman_j/,https://www.youtube.com/channel/UCGwpDyKTDZizTx5byNgMZ6A,
Gerry Parsons,3,33,,https://www.facebook.com/GerryParsonsMusic/,,,
Eye'z,1,17,Itseyez.com,Facebook.com/eyezpopmusic,Instagram.com/mseyez,Youtube.com/eyezpopmusic,Twitter.com/eye39z
Bruce Shaffstall,0,0,,,,,
Dick Healey,38,92,,,,,
Becky Bishop,0,0,http://www.reverbnation.com/beckybshop,https://www.facebook.com/becky.bishop.129,,,
Daryl Taylor-Hazel,0,0,,https://www.facebook.com/AmbassadorofSong/,,,https://twitter.com/ShowsRme
Airic,0,0,AiricMusic.com,Facebook.comAiricMusic,Instagram.com/AiricMusic,YouTube.com/Airic,@AiricMusic
Reuben James,0,0,,,,,
Tom Rockford,15,207,https://songtr.ee/artist/245051/whoford2001,,,https://www.youtube.com/user/whoford2001/videos?view_as=subscriber,
Pal Sheldon,8,249,www.palsheldon.com,https://business.facebook.com/palsheldonsongs/?business_id=699967483543940&ref,,https://www.youtube.com/channel/UCFKWtj1SL3J8NX-IRZNwM0A,
Karl Reed ,0,0,,www.facebook/KarlReed,,,
The Manhattan Project,7,59,www.themanhattanproject-nj.bandcamp.com,https://www.facebook.com/TheManhattanProjectNJ/,www.instagram.com/themanhattanproject_NJ,,
David Bell,4,56,https://davidbell.bandcamp.com/,,https://www.instagram.com/dahveed_bell/,https://www.youtube.com/channel/UC2l10RPTNr-mVUmRF23DBZQ,@BrickBell21
Amy Fleming,0,0,,www. amyfleming@facebook/161,www.instagram.com/amyfleming1834,,
Emilie Maria,0,0,,,,https://www.youtube.com/channel/UC3myQ9MdgAolYFml_e2azPw,@emgnard
Ariel Garcia Cuban Trovador,3,113,www.thecubantrovador.com,www.facebook.com/cuban.trovador,www.instagram.com/cubantrovador,https://www.youtube.com/channel/UCM4YY7IIvGnry_TeP_iSuVA,@cuban_trovador
Diana Lynn Howard,31,24,https://m.me/rockingcountrysongbird,https://www.facebook.com/dianalynnhoward1950,,www.youtube.com/dianalynnhoward/videos,Diana Lynn Howard @songbird
Kara,1,23,www.soundcloud.com/kar_free,https://www.facebook.com/Kara-198410867777/,www.instagram.com/karaforyou,https://www.youtube.com/channel/UCNudnYEZAXC6xoU2RFUkW5w?view_as=subscriber,
ERIK KYLE and the BEADS,3,47,www.erikkyleandthebeads.com,,,Erik Kyle and the Beads,
"LIVE AT THE FILLMORE™, The World's Greatest Tribute to the Allman Brothers Band",2,25,www.liveatthefillmoreband.com,https://www.facebook.com/LiveAtTheFillmore/,https://www.instagram.com/louietheg/?hl=en,https://www.youtube.com/channel/UCiqHpV9MuuOERQbgDFMnL4w?view_as=subscriber,
Joshua Pera,0,0,,https://m.facebook.com/TheFingTurncoats/,,,
Mark Elmer Band,0,0,www.bandcamp.com/markelmer,www.facebook.com/markelmer,,,
boyish,0,0,,,,www.youtube.com/skylermolina,silentskyler
David Perry Molina,0,0,www.yellowdotmusic.com,www.facebook.com/davidperrymolina  &.  www.facebook.com/yellowdotmusic ,,www.youtube.com/davidperrymolina  & www.youtube.com/yellowdotmusic ,
The Song Butcher,14,130,,,,,
G Souldier,6,119,,https://www.facebook.com/gsouldier,https://www.instagram.com/gsouldier/,https://www.youtube.com/user/4FeetOffTheGround/featured,https://twitter.com/Gsouldier
Mackenzie Viventi ,0,0,,,,,
Blaque Rah,4,96,,www.facebook.com/blaquerah,www.instagram.com/blaquerah,www.youtube.com/Ahmadnichols,@ahmadblaquerah
Seth Hilary Jackson,10,130,www.sethhilaryjackson.com,www.facebook.com/sethhilaryjackson,,https://www.youtube.com/channel/UCdKIXY9VoKtj630iGgzv_Zg?view_as=subscriber,@songdude
Bruce Meyer,0,0,None,Later,,,
Ms. Shangalang,0,0,,,,,
Black Reign,0,0,,www.facebook.com/blackreignhiphop,,,
Devin Baize,0,0,www.reverbnation.com/devinbaize ,,,,
Ryan Sounds,0,0,www.ryansoundsmusic.com,www.facebook.com/ryansoundsmusic,www.instagram.com/ryansoundsmusic,https://m.youtube.com/user/Twinfinale,@ryansoundsmusic
Jeremy Wayne Taylor,1,12,www.jtay.me,https://www.facebook.com/jeremywaynetaylor,www.instagram.com/jwtaacoustic,www.youtube.com/jwtacoustic,jwtacoustic
Robin V,0,0,Http://www.reverbnation.com/Robin v?profile_view-source=header_icon_nav,,,,
Jourin Hannah,2,29,http://www.jourinhannah.com,https://www.facebook.com/jourin.hannah.3,,https://www.youtube.com/channel/UCMIzLjdFiJdyuH44_TTf92w,
Ozzel the Composer,0,0,,www.facebook.com/ozzelthecomposer,www.instagram.com/ozzelthecomposer,www.youtube.com/ozzelthecomposer,@ozlthecomposr
Jeff Lazare,0,0,https://www.youtube.com/watch?v=roKel4TbY5E&t=0s&list=PL5cVUgUUWfo5f_uQSf_VbGiElmaAebfXE&index=1,https://www.facebook.com/jeff.lazare,,https://www.youtube.com/watch?v=roKel4TbY5E&t=0s&list=PL5cVUgUUWfo5f_uQSf_VbGiElmaAebfXE&index=1,https://twitter.com/Keefsdad?lang=en
Taylor Red,1,13,Booktaylorred@gmail.com,Taylor Red,Therealtaylorred,Taylor Red,
David Cooper,3,81,www.reverbnation.com/davidcooper,,,,
Emporess,10,171,www.emporess.com,www.facebook.com/theemporessmusic,www.instagram.com/emporess_,https://www.youtube.com/channel/UCtEJG7TcIaxNpCR8Iscp7uw?view_as=subscriber,https://twitter.com/MeccaDaDon
Ellie Fabe,17,945,www.elliefabe.com,www.facebook.com/elliefabe,www.instagram.com/elliefabe,https://www.youtube.com/channel/UCKvhepPpmpvmrAYtGOkoxoQ,@elliefabe
Dutch's Basement Blues Band,0,0,http://dutchmanmusic.com,https://www.facebook.com/DutchmansBand/,https://www.instagram.com/dutchsbasementbluesband/,https://www.youtube.com/channel/UCNN15t8tyMW9PnAjw4j6G7g,@dutchmanband
Hillary Eden,0,0,,,,,
GuitarsArt,0,0,guitarsart.com,,,,
Gerry Guster Sr.,0,0,,,,,
GinaLocksSouL,1,60,www.ginalockssoul.com,https://www.facebook.com/GinaLocksSouL/,https://www.instagram.com/ginalockssoul/,https://www.youtube.com/channel/UCjwcLrceJLyz3J-rprTrzPQ,@ginalockssoul
$Dre Rich$,4,73,,,Dlo3891@instagram.com,,
Peggy Salano,0,0,Soothing the Soul and Arousing the  senses through the power of jazz  ,https://www.facebook.com/SalanoJazz/,,,
Kilowatt4pwr,0,0,,,,,
Edward Gerry,0,0,,Edward Gerry ,,Edward Gérard Cramer,
Edgar iniguez,0,0,,Eadgar iniguez,Iniguezkaos,Edgar iniguez ,
James Brynildsen,0,0,www.jamesbrynildsen.com,,,,
Nick ,0,0,https://m.soundcloud.com/user-433791525/sets/live-at-news-cafe,https://m.facebook.com/WakeOfTheBeast/,Yung_jim36,,@NDizzzle24
Nicky Bankz,0,0,https://m.soundcloud.com/musza-974241133,,www.instagram.com,https://www.youtube.com/channel/UCvYlS9yVf-eTqoq1Kt9uIVA,Nickybankz
What's Next?,6,40,www.whatsnextpartyband.com,https://www.facebook.com/eclectic.rock.music/,,,
Gerry Domagala,2,41,reverbnation.com/gerrydomagala,,,,
Fernando Veron,4,73,,,https://www.instagram.com/fernandoveron_/,https://www.youtube.com/channel/UCTyoGK687HGVRqjnXk5RJig?view_as=subscriber,
Marc Asylum,2,39,Www.billionairemindset.brand,Www.facebook.com/marcasylum,Www.instagram.com/marc_asylum,https://www.youtube.com/channel/UCLQ9FOO0LTgzJLUgLMz-AHw,@marc_asylum
Dakota Reese,0,0,Dakotamusicofficial.com,https://m.facebook.com/DakotaReeseMusic/,www.instagram.com/DakotaReeseMusic,www.youtube.com/Gan596 ,
Dei Poitt,0,0,www.goodazzmusic.com,www.facebook.com/deipoitt,www.instagram.com/dpoitt22,Dei Poiit Productions,@dpoitt
Mac Connelly,47,153,www.reverbnation.com/macsongs,www.facebook.com/macs.songs,,,
Jaadiss,0,0,,,,,
Brian Hicks,8,21,https://brianhicks.bandcamp.com/album/original-recordings,,,,
Bravo,10,185,www.militaryent.com,www.facebook.com/bravoboyce,www.instagram.com/bravoboyce,,Militarymind
For Nothing Is Written,0,0,http://fornothingiswritten.bandcamp.com,www.facebook.com/fniwofficial,www.instagram.com/fniwofficial,www.youtube.com/fornothingiswritten,www.twitter.com/fniwoffial
James Manning,0,0,,,,https://www.youtube.com/watch?v=e5V1POmKdpc,
Larry J,0,0,www.burnindesires.com,,larryjay_music,,
Harold Jukebox Robinson ,0,0,wew.cdbaby.com/jukeboxharold ,https://www.facebook.com/harold.robinson.357 ,www.instagram.com/harold.robinson.357 ,www.youtube.com/jukeboxharold ,
Bernie,3,34,www.berniemusic.com,,,,
Jarrod Bair,4,81,,,,https://www.youtube.com/user/inactiveboy,
Kent Vail,6,184,www.kentvail.com,,,https://www.youtube.com/user/kentvail,
Tommy Rings,1,13,https://soundcloud.com/wolfieonthis,https://m.facebook.com/lilralphwolfa.k.atommyrings,@itswolf_,,@_itswolf
Bob Gerics,21,765,www.bobgerics.com,,,https://www.youtube.com/channel/UCLG5eZGJ0ID8aDfTsGdfsLg,
Ben Jackson,0,0,,,,,
Stephen Clark - The Gypsy Poet,1,13,https://soundcloud.com/geminidreamno2,https://www.facebook.com/Stephen-M-Clark-Songwriter-133331126722032/?ref=bookmarks,,,
KilateKid,0,0,,,www.instagram.com/kilatekid,,@theotrace
BIG FRED,1,22,https://www.facebook.com/TRAPHOUSEBLUZE/,https://www.facebook.com/TRAPHOUSEBLUZE/,https://www.instagram.com/fredrick.jones.505/,https://www.youtube.com/watch?v=71dBSsGvIcg,https://twitter.com/godlovefred1
Thalinopia,26,494,,www.facebook.com/FlyUnited,,www.youtube.com/Thalinopia,
Gianna Capozzi,0,0,,,gianna.capozzi,,
The Riddle Brothers,13,171,www.riddlebros.com,https://www.facebook.com/RiddleBrosBand,,https://www.youtube.com/channel/UCEV4vTJe2eXSDDaNLCmWQtQ,
Bum Wagler,10,188,www.bumwagler.com,https://www.facebook.com/profile.php?id=100001976507059,https://www.instagram.com/bartwagler/,https://twitter.com/bumwagler,@bumwagler
Papa Uke and his Suitcase  Serenade ,0,0,,,,,
The Unknown Author ,0,0,,https://www.facebook.com/The-Unknown-Author-1332299440233194/,www.instagram.com/theunkwnauthor,https://www.youtube.com/channel/UCJ237XQ5Y3rOPT4z5VRC0qg,
Rob Bernal,0,0,www.miragevocalband.webs.com,https://www.facebook.com/robbernalmirage,https://www.instagram.com/therobbernal/?hl=en,https://www.youtube.com/channel/UCwxN62E_OQA2M40LUmTtJfw,https://twitter.com/RobBernalMirage
Usry & Sons,10,209,http://www.usryandsons.com,https://www.facebook.com/UsryandSons/,www.instagram.com/usryandsons,usry & sons,@UsryAndSons
Bibi,1,19,https://youtu.be/tLnbMGeVrWQ,,Www.instagram.com/neva_scared,https://youtu.be/tLnbMGeVrWQ,@wineverytime215
Mazarodie Banks,1,13,,https://m.facebook.com/mazarodie.banks,@officialgogettapage,Mazarodie Banks,@mazarodiebanks
MOJO BUDDAH,0,0,mojobuddahshomeremedies@godaddysites.com,www.facebook.com/MOJOBUDDAH73,,Www.youtube.com/Mojo Buddah,
Arpee-G,1,11,,Facebook.com/arpeewins,Instagram.com/finer_arps,,
Daos,1,21,,https://www.facebook.com/Daossongs/,,,https://twitter.com/dereknyberg
Ayervo,0,0,,www.facebook.com/AntoneoBates,,Www.youtube.com/Ayervo,
X-R.A.T.E.D,4,55,Ascensionentllc.com,,www.instagram.com/x_rated25,www.youtube.com/xrated846,@X_Rated25
Cosmic Radio,0,0,,www.facebook.com/cosmicradio/songs,,,
INTENT,0,0,www.bandmix.com,,,www.youtube.com/roughjaded,
Chris F. Billiot & Random Access,2,50,https://www.reverbnation.com/chrisfbilliotrandomaccess,https://www.facebook.com/Randomified/,@randomlyaccessed,,
Nicole Lyn,0,0,www.lyn.cloud,,,,
Teezy Kingz,0,0,,https://www.facebook.com/TeezyKingz?fref=nf,https://www.instagram.com/teezykingzkv/,https://www.youtube.com/channel/UCo9J-lB4WMyGloOA6-E389w?view_as=subscriber,@TeezyKingz
Robert McNabb,0,0,www.soulmatestour.com,,,,
Shad,1,14,https://shad92.bandcamp.com,,,,
Rich Satterfield,6,201,www.bandcamp.com/richsatterfield,www.facebook.com/richsatterfield,www.instagram.com/richsatterfieldmusic,,
Tony Dollar,0,0,www.tonydollarmusic.com,www.facebook.com/tonydollarmusic,www.instagram.com/tonydollarmusic,,@TonyDollar1
DerrienWhite,1,12,,https://www.facebook.com/DerrienWhite,https://www.instagram.com/derrien.white/,,@derrien_white
KiNGVONTAE!,0,0,,,@kingvontae7,,@iampreppyboy
Brent Clifton,6,85,www.jbcmusic.com,https://www.facebook.com/bcliftonmusic,,,
Rabbit Heart,3,168,www.rabbitheartmusic.com,www.facebook.com/rabbitheart,www.instagram.com/rabbitheartrock,,rabbitheartphl
Jon Chirico,1,11,www.JonChirico.com,,,www.YouTube.com/JonChirico,
Cara Aro,2,15,www.souncloud.com/cara-aro,,www.instagram.com/carakantaro,www.youtube.com/CaraAroMusic,
plushbeats,1,14,,https://www.facebook.com/BillAuckland/,www.instagram.com/billauckland,,@billaucklander
Marcus Lynch,0,0,,,,,@marcuslynch
One Way Road Band,4,55,www.onewayroadband.com,https://www.facebook.com/lovesonewayroadband/,,https://youtu.be/NNbtHHC5KAM?list=PLnw2f8z_Gc90A4_iPXjDmKyQfC9hIEa2i,
Bu Bu ,0,0,www.soundcloud.com/dood-milk,,,,
Mike Vargas,4,47,https://www.reverbnation.com/mikevargas,https://www.facebook.com/PROPHETSONG777/,https://www.instagram.com/prophetsong777/,https://www.youtube.com/channel/UCPhitqBDDHxDQOwzZXmE_MA,https://twitter.com/prophetsong777
Eric,4,91,,,,,
Gregg Shively,0,0,www.GreggShivelyMusic.com,www.facebook.com/GreggShively,,,
Bob Sideli,0,0,,,boogiewoogiebob,,
Miyah,0,0,,,,,
Iwill_spazz4real ,0,0,,https://m.facebook.com/Lorspaze/?view_public_for=343960175975795,https://www.instagram.com/iwill_spazz4real/,m.youtube.com/watch?v=3N2dD3ZCBjo,@iwillspazz4real
Chaplain Jerry Vance,7,117,iccanlink.ning.com/profile/GeraldMartinVance,,,,
Shifty Gears,14,274,www.reverbnation.com/danraymond,www.facebook.com/danraymond,,www.youtube.com/danraymond,
E'Lee,1,13,www.reverbnation.com/eleesings,https://www.facebook.com/itb10204evr/,https://www.instagram.com/eleej714/,https://www.youtube.com/channel/UC-BHKSET-RQn0H0FByP_VkA?view_as=subscriber,Isalee714@twitter.com
Via The Messenger ,3,11,viathemessenger.com ,https://m.facebook.com/Via-the-Messenger-562527357449715/,https://www.instagram.com/viathemessenger/,,
Joe's Test Artist Update,4,0,,,,,
ifyyellow,6,95,www.soundcloud.com/ifyyellow,www.facebook.com/ifyyellow,www.instagram.com/ifyyellow,www.youtube.com/ifyyellow,
Rik Yerzik Singer Songwriter,0,0,https://www.numberonemusic.com/rikyerzik/about,www.facebook.com/rikyerzisingersongwriter,,,
Kieran Phelan,0,0,,,,,
Messenger,36,521,,,,,
Donnell Haze,1,27,https://soundcloud.com/donnell-haze,http://www.facebook.com/DonnellHaze,WhoGotDaHaze,,@HippieHaze
Lil O$AMA,1,32,,,,,
Edgar Vazquez ,0,0,Soundcloud.com/edgarvmusic ,,Instagram.com/edgarvmusic ,,
GIL KANEDA,52,875,http://www.soundclick.com/GilKaneda,https://www.facebook.com/gilkaneda,http://instagram.com/retailspace,http://www.youtube.com/retailkaneda,https://twitter.com/r3tail
Young Kaotic,4,58,,,nae_kaotic_non_basic,Yung Kaotic-Topic,
Glizzy Rose,1,16,,OG Glizzy Rose ,Glizzyrose_HyroseGshop,,
FRANK LAMOINEA,1,0,franklamonea@yahoo.com,INTHE WORKS,,https://www.youtube.com/watch?v=2BXdy2JyFSk,
Happy Curmudgeons,5,120,www.happycurmudgeons,www.facebook.com/happycurmudgeons,,www.youtube.com/happycurmudgeons,@HCurmudgeons
Faith It,0,0,,,,,
Bigro,7,114,https://soundcloud.com/rowyne-fermon,,https://www.instagram.com/rowynefermon/,https://www.youtube.com/user/MrBigr0,
Child Play,0,0,,https://m.facebook.com/SlayeredHat?ref=bookmarks,,https://youtu.be/BPlcnKJKc6c,@Slayeredhat
Dale Stokes,4,70,www.dalestokes.com,https://www.facebook.com/dalestokesmusic/,,,
I-MORSE,13,257,http://www.i-morse.com,https://www.facebook.com/iMorseMusic,https://www.instagram.com/imorsemusic/,https://www.youtube.com/user/FranSant77,https://twitter.com/imorseofficial
Danny Berryhill ,0,0,,,,Angel fish by me,
The Wayword Bros.,2,50,,,,,
Biscuit Tin,1,18,https://www.facebook.com/BiscuitTinMusic/,https://www.facebook.com/BiscuitTinMusic/,,,
Nick Nydegger,0,0,,,,,
JD Venom,0,0,,https://m.facebook.com/jdvenommusic/?ref=bookmarks,,,@therealjdvenom
James Burgess,0,0,,www.facebook.com/James Burgess,,,
James Bell,5,101,http://jazz.jbelljr.com,https://www.facebook.com/jbelljr1,,,
te’kannon,0,0,www.tekannon.com,,,david te’kannon,
Marcshélle De Marcio,0,0,,,https://www.instagram.com/memryzed/,https://www.youtube.com/channel/UC8vgEXVsETDLgSFT8duKcLA,@marcshelle
Loud Partner,3,58,,www.facebook.com/loudpartner,,,
Karen Maguire,3,59,https://www.reverbnation.com/RockAngel444,,,,://mobile.twitter.com/KarenRocks444
The Ten Cuidadas,0,0,,,,,
Highway Chapel,1,30,highwaychapel.bandcamp.com,https://www.facebook.com/highwaychapel123/,,,
Jack Eppington,2,36,https://www.reverbnation.com/flashjack,https://www.facebook.com/flashjackbandpage,,https://www.youtube.com/channel/UCipI3Nru3smPbusizQi_tlw,@EpEpmusic
Pop Lolli,1,20,https://soundcloud.com/daniel-norwid/mr-trapeze,,https://www.instagram.com/the_pop_lolli/,https://m.youtube.com/channel/UCior8Job-Dxovs3dZGQa8_A,
Chaplain The Artivist,0,0,www.Chaplaintheartivist.com,www.facebook.com/mahdi.el,www.instagram.com/chaplaintheartivist,www.youtube.com/chaplainel,
December Fades,6,185,http://decemberfades.com/,https://www.facebook.com/decemberfades/,https://www.instagram.com/decemberfades/,https://www.youtube.com/channel/UCyzbIqhz2pqSaTzveiX_I_A?view_as=subscriber,https://twitter.com/decemberfades
Sn-Shall,1,14,,https://www.facebook.com/SN.Shall.Power,https://www.instagram.com/sn_shall.power/,,
Exion X Treasures,0,0,,,,,
LOA,6,115,https://store.cdbaby.com/cd/loa3,https://www.facebook.com/loveoneanothermusic/,,,
Michael Wilson Knowles,0,0,www.michaelwilsonknowles.com,www.facebook.com/michaelwilsonknowles,,www.youtube.com/ourmusicallives,@ThisMusicalLife
Tommey Too-Me,4,0,https://m.soundcloud.com/tommey-too-me/intro,,Tommeytoome,,Tommeytoome
Artez 27,1,22,,,artez27,,@artez27
DrippeTrippe,1,16,http://hyperurl.co/mm2awm,http://www.facebook.com/drippetrippe,https://www.instagram.com/drippetrippe/,https://www.youtube.com/channel/UC9D9NTMqNcMiQALkYOg2TNg?view_as=subscriber,@drippetrippe
Dave Matheson - El Colorado,6,123,www.elcoloradomusic.com,https://www.facebook.com/DJMElColorado/?ref=bookmarks,https://www.instagram.com/djmelcolorado/,,https://twitter.com/DJMElColorado
Elle Zee,0,0,www.ellezee.net,https://www.facebook.com/ElleZee/,www.instagram.com/ellezeemusic,,
Ryan Moreno ,2,11,https://www.reverbnation.com/ryanmoreno,,https://www.instagram.com/ryanmorenomusic/,https://www.youtube.com/user/ryanrmoreno,ryanrmoreno
Bezerk ,2,13,https://demodrop.com/my/tracks,,,,
Anya Audette Randall,1,23,www.anyarandall.net,www.facebook.com/anyaaudetterandall,www.instagram.com/theaudetterandall,,
Kris Campbell,26,257,www.kriscampbell.com,,,,
JT Cotton,1,13,www.jtcottonmusic.com,www.facebook.com/iamjtcotton,www.instagram.com/iamjtcotton,www.youtube.com/jtcottonmusic,@iamjtcotton
Kyle Rogan,0,0,www.kylerogan.com,https://www.facebook.com/KyleRoganMusic,www.instagram.com/kyleroganmusic,www.youtube.com/KyleRoganMusic1,@kyleroganmusic
Love Julia,0,0,,,@blvck_renaissance,,
Lisa Selle,9,188,https://songbobbin.wixsite.com/pinebeetles,,,,
Jamie Alimorad,1,36,www.jamiealimorad.com,www.facebook.com/JamieAlimorad,www.instagram.com/jamiealimroad,www.youtube.com/JamieAlimorad,@jamiealimorad
Usef Soul ,1,31,,www.facebook.com/usefsoul ,www.instrgram.com/usef_soul ,,@usefSoul
Mike Ouzo,0,0,https://soundcloud.com/magic_mike123,,https://www.instagram.com/mikeouzo/,,
Paul christopher Worrall,8,66,,pcworrall@gmail.com,,,
Bernie Stick,0,0,http://bernielandry.com,,,,
Ian McFarland,4,87,ianmcfarland.net,facebook.com/ianmcfarlandmusic,instagram.com/_ianmcfarland,https://www.youtube.com/channel/UC4gVA8nUH-LkES4fZVml4PQ,@_ianmcfarland
Son of Man,2,23,,https://m.facebook.com/austin.middleton.31,,,
Sammie Suggitt,8,191,www.sammiesuggitt.com,https://www.facebook.com/sammiesuggittmusic/,,,@sammiesuggitt
Lew Houston ,0,0,www.lewhouston.com,www.facebook.com/lewhouston,www.instagram.com/lew_houston,www.youtube.com/lewhouston,@lillew9200
Stacy Jones Band ,36,639,http://stacyjonesband.com/,https://www.facebook.com/stacyjonesband,www.instagram.comstacyjonesband,www.youtube.com/user/StacyJonesBand,https://twitter.com/stacyjonesband
Kayshia Cassendo ,0,0,Coming soon ,https://www.facebook.com/cassendo.art/,www.instagram.com/cassendoart,https://www.youtube.com/user/KayshiaCassendo,@kaycassendo
Kasper Reigns ,0,0,,,,,
Don Zientara,8,165,,,,,
Jonathan Green,0,0,,,,,
MPTH,5,77,www.mpth.co,www.facebook.com/mpthrap,www.instagram.com/mpth.la,www.youtube.com/mpthla,@mpthlv
Serene & Salinas ,0,0,https://www.sereneandsalinas.com/,https://www.facebook.com/SereneSalinas/,https://www.instagram.com/sereneandsalinas/?hl=en,https://www.youtube.com/channel/UChI8jbY5I7xOut22dJp5CDg/videos,https://twitter.com/Serene_Salinas
Ivin Tudela,0,0,,www.facebook.com/Ivin2D,,www.youtube.com/IvinTudela,
Fredd Cox,6,104,https://www.facebook.com/FREDDsPlace/,https://www.facebook.com/FREDDsPlace/,,https://www.youtube.com/playlist?list=PLlZQ-aIYzaxMkDCZU6obxT_AAfRvdKgd2,
Lois Zozobrado,9,586,http://www.loiszozobrado.com,https://www.facebook.com/loiszozobrado,https://www.instagram.com/loiszozobrado/?hl=en,https://www.youtube.com/channel/UC9Tk56qASEdwitnAJVpNnsw,@loiszozobrado
Michael Snellings,0,0,www.singinguitar.com,,,www.youtube.com/michaelsnellings,@michaelsnelling
V .L.A. THE HUSTLER ,1,19,http://WWW.VLATHEHUSTLER.COM,http://www.facebook.com/vlathehustler ,http://WWW.INSTAGRAM/VLATHEHUSTLER,http://WWW.YOUTUBE.COM/VLATHEHUSTLER,https://twitter.com/vlathehustler
Genesis Nataly,0,0,www.soundcloud.com/genesisnataly,www.facebook.com/genesisnatalyy,www.instagram.com/genesisnatalyt,,
Robere,0,0,,,,,
Jessie La Proxima ,0,0,,Jessie La Proxima ,Jessie_laproxima ,,@jessielaproxim
Jamie Marie,0,0,www.jamie-marie.com,www.facebook.com/dakotasunderground,,www.youtube.com/dakotasboutique,
La Serg,0,0,www.soundcloud.com/laserg,,https://www.instagram.com/laserg__/,https://m.youtube.com/channel/UCEKCD2BRhQlYW4-8Xf-4m_g,
Nuelz,0,0,,www.facebook.com/nuelzsingz ,www.instagram.com/nuelzsingz ,www.youtube.com/c/nuelzsingz ,@Nuelzsingz
Mario Brysnt,0,0,,,,,
MilLs Dj,2,0,https://chipmusic.org/MilLs+Dj,https://www.facebook.com/MilLsDj/,https://www.instagram.com/mills_dj/?hl=en,https://www.youtube.com/channel/UCw9qlCJwbLPzh2SegK681yg?view_as=subscriber,
Bradley Baker,0,0,,,,,
A Dot,1,12,adothiphop.com,Facebook.com/officialadotone,Instagram.com/officialadotone,YouTube.com/adotjdot93,@officialadotone
Elise Wiener,6,59,www.elisesongs.com,www.facebook.com/elisesongs,www.instagram.com/elisesongs1,,@elise_wiener
Gerald Harris ,0,0,http://artistecard.com/GeraldHarris,http://www.facebook.com/GeraldHarrisMusicBMI,,,http://www.twitter.com/heety44
Cebeat's ,0,0,,,,,
Domingo Candelario,0,0,https://soundcloud.com/domingocandelario,https://www.facebook.com/dcaband/,,,
TayTay Laflare,5,36,,Www.Facebook.com/taytaylaflare,Www.Instagram.com/Taytay_laflare5o2,https://www.youtube.com/channel/UCzcNjaUCIzvcmnnEMmIDAqQ,
Speak !,1,13,,https://www.facebook.com/Speak-193581838037557/,@moneymakermayik,https://www.youtube.com/channel/UCR944U1MWzlFsDoCkIT23fg?view_as=subscriber,@moneymakermayik
Jacob Marshall,6,107,www.turnemupdropithot.com,riseupofficial,www.riseuplove.com,,
Blair,0,0,,,,,
*luciddreamzzz*,2,49,https://soundcloud.com/luciddreamzzz,,www.instgram.com/skeetmask666,https://youtu.be/TIQQhWM6_nk,@skeetmask666
Alex Day,1,33,www.officialalexday.com,https://www.facebook.com/officialalexday/,www.instagram.com/officialalexday,https://www.youtube.com/watch?v=hVOwZNoiRV0,@officialalexday
Walil Archer,0,0,www.DowntownHottRadio.com, https://www.facebook.com/ActorWalilArcher,https://www.instagram.com/walilarcher/,https://www.youtube.com/channel/UC-bpAGKyjyGv6QuuJOyephQ,https://www.youtube.com/channel/UC-bpAGKyjyGv6QuuJOyephQ
NFS (PyLyT RAJ),3,91,"https://www.reverbnation.com/raj58/songs,  https://soundcloud.com/rajon-ramsey, https://www.datpiff.com/profile/Raj3105",https://www.facebook.com/RAJ0531/,https://www.instagram.com/beyond_undefined/,,https://twitter.com/Skyys_L1M1T
T.U.B The Unknamed Band,0,0,,www.facebook.com/theunknamedband,,,
Eddy Delbridge,2,44,https://www.reverbnation.com/eddydelbridge,,,,
Vaeda Black,1,210,www.vaedablack.com,https://www.facebook.com/vaedablack,https://instagram.com/vaedablack,https://www.youtube.com/channel/UC1-OOQGVa4kziXu6sJZUfdA/videos,@vaedablack
Xavier G,4,54,,,www.instagram.com/queenxavier,www.youtube.com/user/xavier15003,
Matt Lee,0,0,www.muttleemusic.com,,,www.youtube.com/shortattentionsp,
Louis Heard,0,0,,,,,
90k,1,11,,,,,
Lola,0,0,,lola sodunola,carefreelolly,,
schuyler johnston,0,0,https://schuylerjohnston.bandcamp.com,https://www.facebook.com/JSchuylerJohnston/,,https://www.youtube.com/channel/UC8q8DlGL5W1VhUmgzWhV9Sg?view_as=subscriber,
Ben Daniels Band,5,111,https://www.bendanielsband.com/,https://www.facebook.com/bendband/,,,
Vishal,0,0,,www.facebook.com/VishalVichare28,www.instagram.com/vi3_music,,
Black Magic Hustlers,2,60,reverhttps://www.reverbnation.com/Blackmagichustlers,https://www.facebook.com/BlackMagicHustlers/,www.instagram.com/theblackmagichustlers,https://www.youtube.com/channel/UCV-YBI4fKiUwfhJFQ5B2kgQ,
Eric Brumley  ,0,0,,www.facebook.com/ericbrumleymusicofficial,www.instagram.com/brumleyeric_,,
Arts Fishing Club,11,906,http://artsfishingclub.com/,https://www.facebook.com/artsfishingclub/,www.instagram.com/artsfishingclub,,@artsfishingclub
Annie,0,0,,,Annie Deutscher,,
